,Coin1,Coin2,24h_Score,24h_P-Value,24h_OLS-Constant,24h_OLS-Coefficient,24h_R-squared,24h_Adjusted-R-squared,,,,,,,,,,,,,,,,
2900,FLOKI,ONDO,-3.02,0.11,0.00,0.00,0.84,0.83,,,,,,,,,,,,,,,,
1096,BEAM,RON,-3.01,0.11,0.00,0.01,0.91,0.91,,,,,,,,,,,,,,,,
3257,GT,NEAR,-3.01,0.11,2.97,0.70,0.88,0.88,,,,,,,,,,,,,,,,
2851,FIL,STX,-3.01,0.11,2.64,1.81,0.81,0.81,,,,,,,,,,,,,,,,
1570,BTC,GT,-3.01,0.11,2046.53,8131.19,0.83,0.83,,,,,,,,,,,,,,,,
4501,PENDLE,TON,-3.00,0.11,-0.51,0.92,0.82,0.82,,,,,,,,,,,,,,,,
1072,BEAM,KCS,-2.99,0.11,-0.02,0.00,0.86,0.86,,,,,,,,,,,,,,,,
335,ALGO,IMX,-2.99,0.11,0.07,0.06,0.87,0.86,,,,,,,,,,,,,,,,
268,AKT,RON,-2.99,0.11,0.29,1.30,0.86,0.86,,,,,,,,,,,,,,,,
294,ALGO,APT,-2.99,0.11,0.01,0.02,0.83,0.83,,,,,,,,,,,,,,,,
4023,MATIC,SAND,-2.98,0.11,0.13,1.39,0.88,0.88,,,,,,,,,,,,,,,,
4453,OP,XTZ,-2.98,0.12,-1.31,4.02,0.80,0.80,,,,,,,,,,,,,,,,
975,BCH,GT,-2.97,0.12,-34.22,63.85,0.82,0.82,,,,,,,,,,,,,,,,
4704,SEI,TIA,-2.96,0.12,0.10,0.04,0.81,0.81,,,,,,,,,,,,,,,,
3082,FTM,NEXO,-2.96,0.12,-0.23,0.73,0.86,0.85,,,,,,,,,,,,,,,,
1660,BTT,KCS,-2.95,0.12,0.00,0.00,0.84,0.84,,,,,,,,,,,,,,,,
1288,BNB,WIF,-2.94,0.12,251.72,114.65,0.91,0.91,,,,,,,,,,,,,,,,
2815,FIL,IMX,-2.93,0.13,2.15,1.88,0.80,0.80,,,,,,,,,,,,,,,,
3549,INJ,SEI,-2.93,0.13,6.95,39.11,0.83,0.83,,,,,,,,,,,,,,,,
4789,STX,VET,-2.93,0.13,-0.97,86.30,0.90,0.90,,,,,,,,,,,,,,,,
2869,FIL,XTZ,-2.93,0.13,-2.64,8.72,0.93,0.93,,,,,,,,,,,,,,,,
173,ADA,SAND,-2.92,0.13,-0.07,1.16,0.88,0.88,,,,,,,,,,,,,,,,
440,APT,MANA,-2.92,0.13,-1.36,22.59,0.84,0.84,,,,,,,,,,,,,,,,
2167,DOT,VET,-2.92,0.13,1.75,160.14,0.86,0.85,,,,,,,,,,,,,,,,
1171,BGB,NEXO,-2.92,0.13,-0.10,0.89,0.83,0.83,,,,,,,,,,,,,,,,
404,APT,CFX,-2.92,0.13,1.83,32.71,0.93,0.93,,,,,,,,,,,,,,,,
912,AXS,OP,-2.92,0.13,2.61,1.83,0.80,0.80,,,,,,,,,,,,,,,,
301,ALGO,BEAM,-2.91,0.13,0.10,3.93,0.85,0.85,,,,,,,,,,,,,,,,
3245,GT,JUP,-2.90,0.14,4.19,3.16,0.84,0.84,,,,,,,,,,,,,,,,
2789,FET,THETA,-2.90,0.14,-0.51,1.14,0.95,0.95,,,,,,,,,,,,,,,,
3290,GT,WIF,-2.90,0.14,4.21,1.26,0.90,0.90,,,,,,,,,,,,,,,,
3212,GRT,RNDR,-2.90,0.14,0.05,0.03,0.93,0.93,,,,,,,,,,,,,,,,
957,BCH,DOGE,-2.90,0.14,19.09,2865.62,0.93,0.93,,,,,,,,,,,,,,,,
3648,JUP,RNDR,-2.89,0.14,-0.33,0.14,0.86,0.86,,,,,,,,,,,,,,,,
4780,STX,TAO,-2.89,0.14,0.25,0.00,0.84,0.84,,,,,,,,,,,,,,,,
3219,GRT,STRK,-2.89,0.14,0.13,0.11,0.85,0.85,,,,,,,,,,,,,,,,
3511,IMX,VET,-2.88,0.14,-0.68,83.23,0.92,0.92,,,,,,,,,,,,,,,,
3174,GALA,WLD,-2.88,0.14,0.01,0.01,0.81,0.81,,,,,,,,,,,,,,,,
1230,BNB,FLOKI,-2.87,0.14,217.14,1722312.86,0.90,0.90,,,,,,,,,,,,,,,,
4068,MKR,SOL,-2.87,0.14,873.32,11.88,0.86,0.86,,,,,,,,,,,,,,,,
800,AVAX,IMX,-2.87,0.14,2.54,14.93,0.90,0.90,,,,,,,,,,,,,,,,
2073,DOGE,RNDR,-2.87,0.15,0.04,0.01,0.88,0.88,,,,,,,,,,,,,,,,
1877,CRO,ETC,-2.87,0.15,-0.02,0.00,0.83,0.83,,,,,,,,,,,,,,,,
3201,GRT,NEXO,-2.86,0.15,-0.08,0.29,0.89,0.89,,,,,,,,,,,,,,,,
1567,BTC,FTM,-2.86,0.15,19260.03,59257.61,0.88,0.88,,,,,,,,,,,,,,,,
2,AAVE,ALGO,-2.85,0.15,33.94,339.81,0.82,0.82,,,,,,,,,,,,,,,,
2062,DOGE,NEXO,-2.85,0.15,-0.01,0.12,0.85,0.85,,,,,,,,,,,,,,,,
3518,IMX,XTZ,-2.84,0.15,-1.84,3.87,0.81,0.81,,,,,,,,,,,,,,,,
1602,BTC,RNDR,-2.84,0.15,22619.26,4554.03,0.94,0.94,,,,,,,,,,,,,,,,
1056,BEAM,FIL,-2.84,0.15,-0.02,0.01,0.81,0.81,,,,,,,,,,,,,,,,
3898,LINK,TAO,-2.83,0.16,7.65,0.02,0.80,0.80,,,,,,,,,,,,,,,,
1252,BNB,MKR,-2.83,0.16,-26.81,0.20,0.83,0.83,,,,,,,,,,,,,,,,
541,AR,NEXO,-2.82,0.16,-22.42,41.48,0.87,0.87,,,,,,,,,,,,,,,,
861,AXS,BSV,-2.81,0.16,2.35,0.08,0.81,0.81,,,,,,,,,,,,,,,,
3635,JUP,NEAR,-2.81,0.16,-0.31,0.20,0.86,0.86,,,,,,,,,,,,,,,,
2881,FLOKI,JASMY,-2.81,0.16,0.00,0.01,0.82,0.82,,,,,,,,,,,,,,,,
3356,HNT,INJ,-2.81,0.16,-0.19,0.19,0.86,0.86,,,,,,,,,,,,,,,,
3040,FLR,STX,-2.81,0.16,0.01,0.01,0.89,0.89,,,,,,,,,,,,,,,,
1043,BEAM,CRO,-2.80,0.16,-0.02,0.36,0.83,0.83,,,,,,,,,,,,,,,,
278,AKT,THETA,-2.80,0.16,0.05,1.97,0.84,0.84,,,,,,,,,,,,,,,,
1589,BTC,NEAR,-2.80,0.17,23616.21,6366.52,0.92,0.92,,,,,,,,,,,,,,,,
2978,FLOW,STX,-2.80,0.17,0.37,0.26,0.83,0.83,,,,,,,,,,,,,,,,
2175,DYDX,EGLD,-2.79,0.17,-1.65,0.08,0.84,0.84,,,,,,,,,,,,,,,,
4696,SAND,XTZ,-2.79,0.17,-0.05,0.53,0.93,0.93,,,,,,,,,,,,,,,,
3231,GRT,VET,-2.79,0.17,-0.05,8.45,0.81,0.81,,,,,,,,,,,,,,,,
3080,FTM,NEAR,-2.78,0.17,0.10,0.10,0.91,0.91,,,,,,,,,,,,,,,,
4182,NEAR,RNDR,-2.78,0.17,0.01,0.69,0.94,0.94,,,,,,,,,,,,,,,,
3442,ICP,SEI,-2.77,0.17,2.40,15.39,0.86,0.86,,,,,,,,,,,,,,,,
234,AKT,GRT,-2.77,0.18,-0.39,16.34,0.90,0.90,,,,,,,,,,,,,,,,
1631,BTT,CRO,-2.77,0.18,0.00,0.00,0.84,0.84,,,,,,,,,,,,,,,,
4174,NEAR,OM,-2.77,0.18,1.79,6.75,0.82,0.82,,,,,,,,,,,,,,,,
2278,EGLD,MATIC,-2.77,0.18,-15.95,78.88,0.88,0.88,,,,,,,,,,,,,,,,
336,ALGO,INJ,-2.76,0.18,0.07,0.00,0.82,0.82,,,,,,,,,,,,,,,,
461,APT,SAND,-2.76,0.18,-1.22,21.90,0.85,0.85,,,,,,,,,,,,,,,,
3410,ICP,IMX,-2.76,0.18,0.70,4.73,0.83,0.83,,,,,,,,,,,,,,,,
225,AKT,ETH,-2.76,0.18,-2.34,0.00,0.85,0.84,,,,,,,,,,,,,,,,
2048,DOGE,JUP,-2.74,0.18,0.07,0.08,0.85,0.85,,,,,,,,,,,,,,,,
2538,ETC,FIL,-2.74,0.19,7.32,2.91,0.81,0.81,,,,,,,,,,,,,,,,
267,AKT,RNDR,-2.74,0.19,0.26,0.47,0.93,0.93,,,,,,,,,,,,,,,,
1598,BTC,PENDLE,-2.73,0.19,28710.35,7027.28,0.81,0.81,,,,,,,,,,,,,,,,
557,AR,SHIB,-2.72,0.19,-6.28,1622745.53,0.90,0.90,,,,,,,,,,,,,,,,
142,ADA,IMX,-2.72,0.19,0.18,0.15,0.90,0.90,,,,,,,,,,,,,,,,
1247,BNB,LEO,-2.71,0.19,-401.23,167.85,0.95,0.95,,,,,,,,,,,,,,,,
3098,FTM,SHIB,-2.71,0.20,0.06,28443.61,0.88,0.87,,,,,,,,,,,,,,,,
2645,ETH,RNDR,-2.71,0.20,1403.12,213.19,0.90,0.90,,,,,,,,,,,,,,,,
8,AAVE,AXS,-2.71,0.20,22.24,9.62,0.83,0.83,,,,,,,,,,,,,,,,
365,ALGO,RUNE,-2.69,0.20,0.06,0.02,0.80,0.80,,,,,,,,,,,,,,,,
1067,BEAM,IMX,-2.68,0.21,-0.01,0.01,0.94,0.94,,,,,,,,,,,,,,,,
1099,BEAM,SEI,-2.68,0.21,0.00,0.04,0.83,0.83,,,,,,,,,,,,,,,,
1883,CRO,FLOW,-2.66,0.21,0.01,0.11,0.85,0.85,,,,,,,,,,,,,,,,
4171,NEAR,NEXO,-2.65,0.22,-3.13,7.11,0.90,0.90,,,,,,,,,,,,,,,,
2624,ETH,LEO,-2.65,0.22,-803.42,726.95,0.80,0.80,,,,,,,,,,,,,,,,
2765,FET,NEAR,-2.64,0.22,-0.25,0.36,0.91,0.91,,,,,,,,,,,,,,,,
2942,FLOW,IMX,-2.64,0.22,0.29,0.28,0.85,0.85,,,,,,,,,,,,,,,,
3668,JUP,WIF,-2.64,0.22,0.04,0.37,0.92,0.92,,,,,,,,,,,,,,,,
3644,JUP,PENDLE,-2.64,0.22,-0.17,0.23,0.81,0.81,,,,,,,,,,,,,,,,
2540,ETC,FLOW,-2.62,0.23,7.04,20.74,0.85,0.85,,,,,,,,,,,,,,,,
389,ALGO,XTZ,-2.62,0.23,-0.06,0.24,0.88,0.88,,,,,,,,,,,,,,,,
2632,ETH,NEAR,-2.61,0.23,1461.62,294.85,0.86,0.86,,,,,,,,,,,,,,,,
3487,IMX,ORDI,-2.60,0.24,0.54,0.03,0.84,0.84,,,,,,,,,,,,,,,,
196,ADA,XTZ,-2.59,0.24,-0.14,0.63,0.85,0.85,,,,,,,,,,,,,,,,
3120,GALA,GRT,-2.59,0.24,0.00,0.14,0.91,0.91,,,,,,,,,,,,,,,,
3270,GT,RNDR,-2.59,0.24,2.99,0.47,0.82,0.82,,,,,,,,,,,,,,,,
1559,BTC,ETC,-2.59,0.24,-8089.28,2391.28,0.84,0.84,,,,,,,,,,,,,,,,
2125,DOT,KCS,-2.58,0.24,1.58,0.56,0.88,0.88,,,,,,,,,,,,,,,,
1261,BNB,ONDO,-2.58,0.24,248.12,345.88,0.91,0.91,,,,,,,,,,,,,,,,
319,ALGO,EOS,-2.58,0.24,-0.08,0.32,0.86,0.86,,,,,,,,,,,,,,,,
510,AR,ETH,-2.58,0.24,-26.31,0.02,0.84,0.84,,,,,,,,,,,,,,,,
2798,FET,WIF,-2.58,0.25,0.41,0.64,0.91,0.91,,,,,,,,,,,,,,,,
2588,ETC,THETA,-2.58,0.25,13.05,7.15,0.84,0.83,,,,,,,,,,,,,,,,
4720,SHIB,STRK,-2.57,0.25,0.00,0.00,0.81,0.81,,,,,,,,,,,,,,,,
2972,FLOW,RUNE,-2.57,0.25,0.26,0.11,0.82,0.82,,,,,,,,,,,,,,,,
1226,BNB,ETH,-2.57,0.25,-130.24,0.20,0.87,0.86,,,,,,,,,,,,,,,,
3486,IMX,OP,-2.57,0.25,-0.37,0.88,0.84,0.84,,,,,,,,,,,,,,,,
4711,SEI,VET,-2.56,0.25,-0.28,24.38,0.80,0.80,,,,,,,,,,,,,,,,
3233,GRT,WLD,-2.56,0.25,0.05,0.04,0.88,0.88,,,,,,,,,,,,,,,,
205,AKT,BEAM,-2.56,0.25,0.79,122.56,0.85,0.85,,,,,,,,,,,,,,,,
972,BCH,FTM,-2.56,0.25,107.92,450.53,0.82,0.82,,,,,,,,,,,,,,,,
227,AKT,FET,-2.56,0.26,0.97,1.70,0.85,0.85,,,,,,,,,,,,,,,,
3446,ICP,STX,-2.56,0.26,1.80,4.63,0.87,0.87,,,,,,,,,,,,,,,,
558,AR,SOL,-2.55,0.26,-3.86,0.23,0.82,0.82,,,,,,,,,,,,,,,,
143,ADA,INJ,-2.54,0.26,0.18,0.01,0.90,0.90,,,,,,,,,,,,,,,,
801,AVAX,INJ,-2.54,0.26,2.91,1.09,0.86,0.86,,,,,,,,,,,,,,,,
1062,BEAM,GRT,-2.53,0.26,-0.01,0.12,0.86,0.86,,,,,,,,,,,,,,,,
2996,FLOW,XTZ,-2.53,0.27,-0.38,1.25,0.93,0.93,,,,,,,,,,,,,,,,
951,BCH,BTC,-2.53,0.27,-12.80,0.01,0.80,0.80,,,,,,,,,,,,,,,,
4187,NEAR,SHIB,-2.52,0.27,-0.18,265545.13,0.85,0.85,,,,,,,,,,,,,,,,
3835,LEO,ONDO,-2.52,0.27,3.91,1.95,0.86,0.86,,,,,,,,,,,,,,,,
1942,CRO,XEC,-2.51,0.28,0.01,2244.80,0.85,0.85,,,,,,,,,,,,,,,,
1233,BNB,FTM,-2.50,0.28,98.96,583.37,0.83,0.83,,,,,,,,,,,,,,,,
4604,RNDR,SOL,-2.50,0.28,-0.01,0.06,0.93,0.93,,,,,,,,,,,,,,,,
879,AXS,FIL,-2.50,0.28,1.76,0.97,0.91,0.91,,,,,,,,,,,,,,,,
4618,RNDR,WIF,-2.50,0.28,2.94,2.30,0.84,0.84,,,,,,,,,,,,,,,,
2743,FET,FTM,-2.49,0.28,-0.54,3.48,0.93,0.93,,,,,,,,,,,,,,,,
1075,BEAM,LINK,-2.49,0.28,-0.02,0.00,0.81,0.81,,,,,,,,,,,,,,,,
4202,NEAR,WIF,-2.48,0.29,1.93,1.67,0.88,0.88,,,,,,,,,,,,,,,,
4817,TAO,TRX,-2.48,0.29,-781.82,10189.65,0.81,0.81,,,,,,,,,,,,,,,,
3472,IMX,LINK,-2.48,0.29,-0.80,0.19,0.84,0.84,,,,,,,,,,,,,,,,
152,ADA,MANA,-2.47,0.29,-0.08,1.19,0.87,0.87,,,,,,,,,,,,,,,,
3465,IMX,INJ,-2.47,0.29,0.13,0.07,0.85,0.85,,,,,,,,,,,,,,,,
140,ADA,HNT,-2.46,0.30,0.22,0.05,0.84,0.84,,,,,,,,,,,,,,,,
2912,FLOKI,SHIB,-2.46,0.30,0.00,10.06,0.88,0.88,,,,,,,,,,,,,,,,
2660,ETH,UNI,-2.45,0.30,684.35,256.96,0.85,0.85,,,,,,,,,,,,,,,,
2767,FET,NEXO,-2.45,0.30,-1.44,2.63,0.86,0.86,,,,,,,,,,,,,,,,
1577,BTC,JUP,-2.44,0.30,35091.02,28031.75,0.83,0.83,,,,,,,,,,,,,,,,
1607,BTC,SHIB,-2.44,0.31,21798.66,1737445373.57,0.82,0.82,,,,,,,,,,,,,,,,
2109,DOT,FIL,-2.44,0.31,1.58,0.89,0.89,0.89,,,,,,,,,,,,,,,,
2121,DOT,INJ,-2.44,0.31,3.20,0.14,0.85,0.85,,,,,,,,,,,,,,,,
1242,BNB,JASMY,-2.42,0.31,197.81,14832.92,0.85,0.85,,,,,,,,,,,,,,,,
199,AKT,AR,-2.41,0.32,0.94,0.11,0.84,0.84,,,,,,,,,,,,,,,,
4262,NEXO,SHIB,-2.41,0.32,0.45,34626.70,0.81,0.81,,,,,,,,,,,,,,,,
2105,DOT,ETC,-2.41,0.32,0.34,0.26,0.80,0.80,,,,,,,,,,,,,,,,
502,AR,DOGE,-2.41,0.32,-15.93,317.51,0.89,0.89,,,,,,,,,,,,,,,,
4422,OP,ORDI,-2.40,0.32,1.15,0.03,0.84,0.84,,,,,,,,,,,,,,,,
496,AR,BTC,-2.39,0.33,-22.01,0.00,0.88,0.88,,,,,,,,,,,,,,,,
4923,VET,WLD,-2.37,0.34,0.01,0.00,0.83,0.82,,,,,,,,,,,,,,,,
3093,FTM,RNDR,-2.37,0.34,0.09,0.07,0.92,0.92,,,,,,,,,,,,,,,,
2041,DOGE,GT,-2.37,0.34,-0.01,0.02,0.83,0.83,,,,,,,,,,,,,,,,
3632,JUP,MKR,-2.36,0.34,-0.90,0.00,0.89,0.89,,,,,,,,,,,,,,,,
340,ALGO,KCS,-2.36,0.34,0.02,0.02,0.86,0.86,,,,,,,,,,,,,,,,
992,BCH,MNT,-2.36,0.35,28.66,416.54,0.84,0.84,,,,,,,,,,,,,,,,
4744,SOL,THETA,-2.36,0.35,0.27,66.49,0.83,0.83,,,,,,,,,,,,,,,,
345,ALGO,MANA,-2.35,0.35,-0.03,0.45,0.89,0.89,,,,,,,,,,,,,,,,
2825,FIL,MANA,-2.35,0.35,-1.53,15.92,0.89,0.89,,,,,,,,,,,,,,,,
108,ADA,BEAM,-2.34,0.35,0.27,10.26,0.82,0.82,,,,,,,,,,,,,,,,
2619,ETH,JASMY,-2.34,0.36,1743.69,68207.24,0.81,0.81,,,,,,,,,,,,,,,,
4063,MKR,RON,-2.33,0.36,918.88,550.49,0.81,0.81,,,,,,,,,,,,,,,,
2174,DOT,XTZ,-2.32,0.36,-1.11,8.14,0.91,0.91,,,,,,,,,,,,,,,,
4391,ONDO,PENDLE,-2.31,0.37,-0.18,0.20,0.88,0.88,,,,,,,,,,,,,,,,
1931,CRO,THETA,-2.31,0.37,0.04,0.04,0.89,0.89,,,,,,,,,,,,,,,,
3223,GRT,THETA,-2.31,0.37,0.03,0.12,0.95,0.95,,,,,,,,,,,,,,,,
2093,DOGE,WIF,-2.31,0.37,0.07,0.03,0.91,0.91,,,,,,,,,,,,,,,,
1564,BTC,FLOKI,-2.31,0.37,32430.39,162227462.45,0.82,0.82,,,,,,,,,,,,,,,,
2610,ETH,FTM,-2.31,0.37,1260.72,2742.62,0.83,0.82,,,,,,,,,,,,,,,,
3831,LEO,NEXO,-2.30,0.37,2.07,2.65,0.81,0.81,,,,,,,,,,,,,,,,
1569,BTC,GRT,-2.30,0.37,16979.06,153459.59,0.88,0.88,,,,,,,,,,,,,,,,
639,ARB,OP,-2.28,0.38,0.31,0.40,0.82,0.82,,,,,,,,,,,,,,,,
2872,FLOKI,FTM,-2.28,0.38,0.00,0.00,0.83,0.83,,,,,,,,,,,,,,,,
308,ALGO,BTT,-2.27,0.39,0.05,122645.51,0.89,0.89,,,,,,,,,,,,,,,,
2607,ETH,FLOKI,-2.27,0.39,1852.74,7699876.20,0.81,0.81,,,,,,,,,,,,,,,,
3855,LEO,TON,-2.27,0.39,3.19,0.42,0.81,0.81,,,,,,,,,,,,,,,,
1581,BTC,LEO,-2.26,0.39,-25043.80,15643.07,0.85,0.85,,,,,,,,,,,,,,,,
1029,BCH,XEC,-2.25,0.40,-2.44,8629689.89,0.82,0.82,,,,,,,,,,,,,,,,
791,AVAX,FLOW,-2.25,0.40,-9.24,48.83,0.87,0.87,,,,,,,,,,,,,,,,
2991,FLOW,WLD,-2.25,0.40,0.38,0.11,0.86,0.86,,,,,,,,,,,,,,,,
3826,LEO,MKR,-2.25,0.40,2.32,0.00,0.81,0.81,,,,,,,,,,,,,,,,
2740,FET,FLOKI,-2.25,0.40,0.23,9475.08,0.86,0.86,,,,,,,,,,,,,,,,
189,ADA,VET,-2.24,0.40,0.08,12.50,0.82,0.82,,,,,,,,,,,,,,,,
4735,SHIB,XEC,-2.24,0.40,0.00,0.58,0.86,0.86,,,,,,,,,,,,,,,,
366,ALGO,SAND,-2.24,0.40,-0.03,0.44,0.91,0.91,,,,,,,,,,,,,,,,
2971,FLOW,RON,-2.23,0.41,0.38,0.20,0.80,0.80,,,,,,,,,,,,,,,,
512,AR,FET,-2.23,0.41,1.00,15.03,0.92,0.92,,,,,,,,,,,,,,,,
153,ADA,MATIC,-2.22,0.41,-0.12,0.76,0.82,0.82,,,,,,,,,,,,,,,,
2784,FET,SOL,-2.22,0.42,-0.30,0.01,0.86,0.86,,,,,,,,,,,,,,,,
147,ADA,KCS,-2.21,0.42,0.06,0.04,0.87,0.87,,,,,,,,,,,,,,,,
2035,DOGE,FLOKI,-2.21,0.42,0.06,441.37,0.86,0.86,,,,,,,,,,,,,,,,
2079,DOGE,SOL,-2.21,0.42,0.04,0.00,0.84,0.84,,,,,,,,,,,,,,,,
4609,RNDR,THETA,-2.20,0.42,-0.43,4.14,0.90,0.90,,,,,,,,,,,,,,,,
3060,FTM,GRT,-2.20,0.42,-0.01,2.47,0.90,0.90,,,,,,,,,,,,,,,,
2490,EOS,MANA,-2.20,0.42,0.17,1.32,0.91,0.91,,,,,,,,,,,,,,,,
901,AXS,MATIC,-2.20,0.43,-0.51,10.00,0.80,0.80,,,,,,,,,,,,,,,,
2894,FLOKI,NEAR,-2.19,0.43,0.00,0.00,0.86,0.86,,,,,,,,,,,,,,,,
1281,BNB,TON,-2.19,0.43,122.82,73.29,0.84,0.84,,,,,,,,,,,,,,,,
1594,BTC,OM,-2.18,0.44,34590.18,44360.02,0.80,0.80,,,,,,,,,,,,,,,,
2511,EOS,SAND,-2.18,0.44,0.18,1.27,0.91,0.91,,,,,,,,,,,,,,,,
1450,BRETT,TON,-2.17,0.44,-0.04,0.02,0.81,0.81,,,,,,,,,,,,,,,,
4188,NEAR,SOL,-2.16,0.45,-0.10,0.04,0.92,0.92,,,,,,,,,,,,,,,,
2142,DOT,OP,-2.15,0.45,2.17,1.77,0.86,0.86,,,,,,,,,,,,,,,,
326,ALGO,FLOW,-2.13,0.46,0.01,0.19,0.94,0.94,,,,,,,,,,,,,,,,
105,ADA,AVAX,-2.12,0.47,0.17,0.01,0.89,0.89,,,,,,,,,,,,,,,,
3654,JUP,SOL,-2.12,0.47,-0.34,0.01,0.82,0.82,,,,,,,,,,,,,,,,
4839,THETA,WLD,-2.11,0.47,0.30,0.31,0.81,0.81,,,,,,,,,,,,,,,,
2104,DOT,EOS,-2.11,0.47,-1.55,10.68,0.85,0.85,,,,,,,,,,,,,,,,
2040,DOGE,GRT,-2.10,0.47,0.03,0.40,0.86,0.86,,,,,,,,,,,,,,,,
3113,FTM,WIF,-2.10,0.48,0.29,0.17,0.83,0.83,,,,,,,,,,,,,,,,
2745,FET,GRT,-2.10,0.48,-0.66,8.92,0.91,0.91,,,,,,,,,,,,,,,,
740,ATOM,SAND,-2.10,0.48,2.47,14.75,0.91,0.91,,,,,,,,,,,,,,,,
829,AVAX,RON,-2.09,0.48,7.49,10.89,0.83,0.83,,,,,,,,,,,,,,,,
3094,FTM,RON,-2.09,0.48,0.10,0.19,0.81,0.81,,,,,,,,,,,,,,,,
1167,BGB,MNT,-2.09,0.48,0.03,1.03,0.85,0.85,,,,,,,,,,,,,,,,
3227,GRT,UNI,-2.09,0.48,-0.04,0.03,0.84,0.84,,,,,,,,,,,,,,,,
2746,FET,GT,-2.09,0.48,-1.45,0.46,0.81,0.81,,,,,,,,,,,,,,,,
3493,IMX,RON,-2.09,0.48,0.41,0.69,0.83,0.83,,,,,,,,,,,,,,,,
1926,CRO,SOL,-2.08,0.49,0.05,0.00,0.81,0.81,,,,,,,,,,,,,,,,
1613,BTC,THETA,-2.06,0.50,20548.68,18925.05,0.85,0.85,,,,,,,,,,,,,,,,
2904,FLOKI,PEPE,-2.05,0.50,0.00,18.99,0.88,0.88,,,,,,,,,,,,,,,,
2298,EGLD,SAND,-2.05,0.50,-6.71,112.64,0.82,0.82,,,,,,,,,,,,,,,,
4791,STX,WLD,-2.04,0.51,0.20,0.37,0.82,0.82,,,,,,,,,,,,,,,,
1109,BEAM,TRX,-2.04,0.51,-0.05,0.64,0.82,0.82,,,,,,,,,,,,,,,,
4193,NEAR,THETA,-2.03,0.51,-0.31,2.85,0.86,0.86,,,,,,,,,,,,,,,,
874,AXS,EOS,-2.02,0.52,-1.75,11.73,0.89,0.89,,,,,,,,,,,,,,,,
3500,IMX,STX,-2.02,0.52,0.41,0.86,0.82,0.82,,,,,,,,,,,,,,,,
2535,ETC,ETH,-2.01,0.52,4.19,0.01,0.86,0.86,,,,,,,,,,,,,,,,
3276,GT,SOL,-2.01,0.53,2.88,0.03,0.82,0.82,,,,,,,,,,,,,,,,
4046,MATIC,XTZ,-2.00,0.53,0.07,0.74,0.82,0.82,,,,,,,,,,,,,,,,
3051,FLR,VET,-1.99,0.54,0.00,0.92,0.84,0.84,,,,,,,,,,,,,,,,
3504,IMX,TIA,-1.98,0.54,0.69,0.13,0.81,0.81,,,,,,,,,,,,,,,,
4599,RNDR,RON,-1.98,0.54,0.30,2.62,0.84,0.84,,,,,,,,,,,,,,,,
4268,NEXO,THETA,-1.97,0.54,0.43,0.38,0.85,0.85,,,,,,,,,,,,,,,,
2111,DOT,FLOW,-1.97,0.54,1.47,6.39,0.93,0.93,,,,,,,,,,,,,,,,
2031,DOGE,ETH,-1.97,0.55,-0.02,0.00,0.82,0.82,,,,,,,,,,,,,,,,
1265,BNB,PEPE,-1.97,0.55,236.05,33606307.46,0.84,0.84,,,,,,,,,,,,,,,,
2907,FLOKI,RNDR,-1.96,0.55,0.00,0.00,0.85,0.85,,,,,,,,,,,,,,,,
1909,CRO,NEXO,-1.96,0.55,0.01,0.09,0.80,0.80,,,,,,,,,,,,,,,,
1257,BNB,NEXO,-1.96,0.55,-82.21,474.69,0.88,0.88,,,,,,,,,,,,,,,,
4375,OM,TON,-1.95,0.55,-0.23,0.15,0.89,0.89,,,,,,,,,,,,,,,,
1880,CRO,FET,-1.95,0.55,0.06,0.03,0.83,0.83,,,,,,,,,,,,,,,,
133,ADA,FLOW,-1.95,0.56,0.07,0.48,0.84,0.84,,,,,,,,,,,,,,,,
719,ATOM,MANA,-1.95,0.56,2.42,15.11,0.89,0.89,,,,,,,,,,,,,,,,
1101,BEAM,SOL,-1.93,0.56,0.00,0.00,0.83,0.83,,,,,,,,,,,,,,,,
763,ATOM,XTZ,-1.93,0.56,1.93,7.66,0.81,0.81,,,,,,,,,,,,,,,,
2864,FIL,WLD,-1.93,0.56,2.62,0.77,0.88,0.88,,,,,,,,,,,,,,,,
3839,LEO,PEPE,-1.93,0.56,3.82,194297.03,0.83,0.83,,,,,,,,,,,,,,,,
4003,MANA,XTZ,-1.92,0.57,-0.04,0.51,0.93,0.93,,,,,,,,,,,,,,,,
545,AR,ONDO,-1.92,0.57,6.96,28.82,0.82,0.81,,,,,,,,,,,,,,,,
3506,IMX,TRX,-1.92,0.57,-3.13,45.75,0.81,0.81,,,,,,,,,,,,,,,,
104,ADA,ATOM,-1.91,0.57,-0.21,0.07,0.83,0.83,,,,,,,,,,,,,,,,
1212,BNB,BTC,-1.89,0.58,-81.32,0.01,0.90,0.90,,,,,,,,,,,,,,,,
4773,STRK,WLD,-1.88,0.59,-0.59,0.32,0.86,0.86,,,,,,,,,,,,,,,,
4258,NEXO,RON,-1.88,0.59,0.48,0.25,0.86,0.86,,,,,,,,,,,,,,,,
4724,SHIB,THETA,-1.86,0.60,0.00,0.00,0.93,0.93,,,,,,,,,,,,,,,,
1084,BEAM,NEXO,-1.85,0.61,-0.02,0.04,0.84,0.84,,,,,,,,,,,,,,,,
3099,FTM,SOL,-1.84,0.61,0.07,0.00,0.91,0.91,,,,,,,,,,,,,,,,
